air_temp,albedo,azimuth,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dhi,dni,ghi,gti,precipitation_rate,zenith,weather_type,period_end,period
19,0.14,-169,0,0,0,0,3.3,0,0,0,0,0,123,MOSTLY CLEAR,2023-01-10T01:00:00+01:00,PT60M
18,0.14,-154,0,0,0,0,4.9,0,0,0,0,0,119,MOSTLY CLEAR,2023-01-10T02:00:00+01:00,PT60M
18,0.14,-140,0,0,0,0,24.5,0,0,0,0,0,112,PARTLY CLOUDY,2023-01-10T03:00:00+01:00,PT60M
17,0.14,-129,0,0,0,0,33.9,0,0,0,0,0,103,PARTLY CLOUDY,2023-01-10T04:00:00+01:00,PT60M
17,0.14,-120,2,5,2,2,28.9,2,3,2,2,0,93,PARTLY CLOUDY,2023-01-10T05:00:00+01:00,PT60M
17,0.14,-111,41,403,107,224,18.7,70,97,82,103,0,82,PARTLY CLOUDY,2023-01-10T06:00:00+01:00,PT60M
19,0.14,-104,70,733,323,662,31.5,182,108,224,244,0,70,PARTLY CLOUDY,2023-01-10T07:00:00+01:00,PT60M
21,0.14,-97,82,879,551,878,8.6,144,664,509,750,0,58,MOSTLY SUNNY,2023-01-10T08:00:00+01:00,PT60M
22,0.14,-89,91,952,759,1013,0,91,952,759,1013,0,45,SUNNY,2023-01-10T09:00:00+01:00,PT60M
24,0.14,-78,97,994,929,1093,0,97,994,929,1093,0,33,SUNNY,2023-01-10T10:00:00+01:00,PT60M
26,0.14,-61,101,1015,1045,1124,0,101,1015,1045,1124,0,21,SUNNY,2023-01-10T11:00:00+01:00,PT60M
27,0.14,-21,104,1022,1100,1119,0,104,1022,1100,1119,0,13,SUNNY,2023-01-10T12:00:00+01:00,PT60M
28,0.14,37,109,1012,1087,1091,0,109,1012,1087,1091,0,15,SUNNY,2023-01-10T13:00:00+01:00,PT60M
28,0.14,68,112,990,1009,1053,0,112,990,1009,1053,0,25,SUNNY,2023-01-10T14:00:00+01:00,PT60M
28,0.14,82,108,957,873,1016,0,108,957,873,1016,0,37,SUNNY,2023-01-10T15:00:00+01:00,PT60M
28,0.14,91,103,897,689,976,0,103,897,689,976,0,49,SUNNY,2023-01-10T16:00:00+01:00,PT60M
27,0.14,99,90,806,474,914,0,90,806,474,914,0,62,SUNNY,2023-01-10T17:00:00+01:00,PT60M
25,0.14,106,66,642,249,570,0,66,642,249,570,0,74,SUNNY,2023-01-10T18:00:00+01:00,PT60M
23,0.14,114,26,226,55,105,3.4,26,226,54,105,0,85,MOSTLY SUNNY,2023-01-10T19:00:00+01:00,PT60M
21,0.14,122,0,0,0,0,24.9,0,0,0,0,0,96,PARTLY CLOUDY,2023-01-10T20:00:00+01:00,PT60M
20,0.14,132,0,0,0,0,22.3,0,0,0,0,0,106,PARTLY CLOUDY,2023-01-10T21:00:00+01:00,PT60M
19,0.14,144,0,0,0,0,0,0,0,0,0,0,115,CLEAR,2023-01-10T22:00:00+01:00,PT60M
17,0.14,158,0,0,0,0,0.1,0,0,0,0,0,121,MOSTLY CLEAR,2023-01-10T23:00:00+01:00,PT60M
16,0.14,174,0,0,0,0,0,0,0,0,0,0,124,CLEAR,2023-01-11T00:00:00+01:00,PT60M
16,0.14,-169,0,0,0,0,0,0,0,0,0,0,123,CLEAR,2023-01-11T01:00:00+01:00,PT60M
15,0.14,-154,0,0,0,0,0,0,0,0,0,0,119,CLEAR,2023-01-11T02:00:00+01:00,PT60M
14,0.14,-140,0,0,0,0,0,0,0,0,0,0,112,CLEAR,2023-01-11T03:00:00+01:00,PT60M
14,0.14,-129,0,0,0,0,0,0,0,0,0,0,104,CLEAR,2023-01-11T04:00:00+01:00,PT60M
13,0.14,-120,1,4,2,2,0,1,4,2,2,0,93,CLEAR,2023-01-11T05:00:00+01:00,PT60M
15,0.14,-111,41,382,103,212,1.4,43,360,101,206,0,82,MOSTLY SUNNY,2023-01-11T06:00:00+01:00,PT60M
19,0.14,-104,72,699,312,638,3.5,93,615,299,588,0,70,MOSTLY SUNNY,2023-01-11T07:00:00+01:00,PT60M
22,0.14,-97,89,838,535,850,2.7,112,766,521,812,0,58,MOSTLY SUNNY,2023-01-11T08:00:00+01:00,PT60M
25,0.14,-89,100,911,738,984,5.4,164,763,698,908,0,46,MOSTLY SUNNY,2023-01-11T09:00:00+01:00,PT60M
27,0.14,-78,107,950,901,1060,23.1,388,369,689,747,0,33,PARTLY CLOUDY,2023-01-11T10:00:00+01:00,PT60M
28,0.14,-61,111,971,1013,1090,17.1,362,515,840,879,0,21,PARTLY CLOUDY,2023-01-11T11:00:00+01:00,PT60M
29,0.14,-21,118,972,1064,1083,15.7,361,551,898,908,0,13,PARTLY CLOUDY,2023-01-11T12:00:00+01:00,PT60M
29,0.14,37,123,960,1050,1053,32.8,547,165,706,706,0,15,PARTLY CLOUDY,2023-01-11T13:00:00+01:00,PT60M
28,0.14,67,124,936,973,1014,52.2,459,10,468,461,0,25,MOSTLY CLOUDY,2023-01-11T14:00:00+01:00,PT60M
28,0.14,82,119,901,839,974,48.7,429,0,429,403,0,37,MOSTLY CLOUDY,2023-01-11T15:00:00+01:00,PT60M
28,0.14,91,114,830,657,924,40.9,378,13,386,345,0,49,MOSTLY CLOUDY,2023-01-11T16:00:00+01:00,PT60M
28,0.14,99,121,655,435,800,69.2,139,0,139,110,0,62,OVERCAST,2023-01-11T17:00:00+01:00,PT60M
27,0.14,106,87,452,217,455,68.5,69,0,69,64,0,74,OVERCAST,2023-01-11T18:00:00+01:00,PT60M
25,0.14,114,29,124,45,74,63.4,19,0,19,18,0,85,OVERCAST,2023-01-11T19:00:00+01:00,PT60M
23,0.14,122,0,0,0,0,62,0,0,0,0,0,97,OVERCAST,2023-01-11T20:00:00+01:00,PT60M
22,0.14,132,0,0,0,0,57.7,0,0,0,0,0,106,MOSTLY CLOUDY,2023-01-11T21:00:00+01:00,PT60M
22,0.14,144,0,0,0,0,55.6,0,0,0,0,0,115,MOSTLY CLOUDY,2023-01-11T22:00:00+01:00,PT60M
21,0.14,158,0,0,0,0,55.5,0,0,0,0,0,121,MOSTLY CLOUDY,2023-01-11T23:00:00+01:00,PT60M
21,0.14,174,0,0,0,0,37.6,0,0,0,0,0,124,MOSTLY CLOUDY,2023-01-12T00:00:00+01:00,PT60M
20,0.14,-169,0,0,0,0,59.6,0,0,0,0,0,123,MOSTLY CLOUDY,2023-01-12T01:00:00+01:00,PT60M
20,0.14,-154,0,0,0,0,63,0,0,0,0,0,119,OVERCAST,2023-01-12T02:00:00+01:00,PT60M
20,0.14,-140,0,0,0,0,64.3,0,0,0,0,0,113,OVERCAST,2023-01-12T03:00:00+01:00,PT60M
21,0.14,-129,0,0,0,0,69.6,0,0,0,0,0,104,OVERCAST,2023-01-12T04:00:00+01:00,PT60M
21,0.14,-119,1,1,1,1,58.1,1,0,1,1,0.1,93,MOSTLY CLOUDY,2023-01-12T05:00:00+01:00,PT60M
21,0.14,-111,45,269,90,169,53.5,37,0,37,35,0.3,82,RAIN,2023-01-12T06:00:00+01:00,PT60M
22,0.14,-104,88,588,289,565,27.1,166,134,213,252,0,70,PARTLY CLOUDY,2023-01-12T07:00:00+01:00,PT60M
23,0.14,-96,109,752,508,795,23.3,226,302,397,484,0,58,PARTLY CLOUDY,2023-01-12T08:00:00+01:00,PT60M
23,0.14,-88,119,846,710,943,14.8,259,502,599,735,0,46,PARTLY CLOUDY,2023-01-12T09:00:00+01:00,PT60M
24,0.14,-78,121,908,879,1033,22.2,368,378,683,738,0,33,PARTLY CLOUDY,2023-01-12T10:00:00+01:00,PT60M
24,0.14,-61,125,940,997,1072,20.9,361,463,784,824,0,22,PARTLY CLOUDY,2023-01-12T11:00:00+01:00,PT60M
25,0.14,-22,130,950,1055,1074,27.5,500,273,765,768,0,13,PARTLY CLOUDY,2023-01-12T12:00:00+01:00,PT60M
25,0.14,36,130,952,1050,1052,47.4,505,49,553,552,0,15,MOSTLY CLOUDY,2023-01-12T13:00:00+01:00,PT60M
26,0.14,67,123,946,980,1021,19.7,356,479,782,809,0,25,PARTLY CLOUDY,2023-01-12T14:00:00+01:00,PT60M
25,0.14,81,109,931,854,992,1.7,135,882,839,972,0,37,MOSTLY SUNNY,2023-01-12T15:00:00+01:00,PT60M
25,0.14,91,96,894,680,963,0,96,894,680,963,0,49,SUNNY,2023-01-12T16:00:00+01:00,PT60M
24,0.14,98,81,821,472,915,0,81,821,472,915,0,62,SUNNY,2023-01-12T17:00:00+01:00,PT60M
23,0.14,106,60,669,250,580,0,60,669,250,580,0,74,SUNNY,2023-01-12T18:00:00+01:00,PT60M
21,0.14,113,24,250,55,110,2.5,25,232,55,107,0,86,MOSTLY SUNNY,2023-01-12T19:00:00+01:00,PT60M
20,0.14,122,0,0,0,0,2.2,0,0,0,0,0,97,MOSTLY CLEAR,2023-01-12T20:00:00+01:00,PT60M
18,0.14,132,0,0,0,0,0.9,0,0,0,0,0,107,MOSTLY CLEAR,2023-01-12T21:00:00+01:00,PT60M
18,0.14,144,0,0,0,0,0,0,0,0,0,0,115,CLEAR,2023-01-12T22:00:00+01:00,PT60M
17,0.14,158,0,0,0,0,0.1,0,0,0,0,0,121,MOSTLY CLEAR,2023-01-12T23:00:00+01:00,PT60M
17,0.14,174,0,0,0,0,4.3,0,0,0,0,0,124,MOSTLY CLEAR,2023-01-13T00:00:00+01:00,PT60M
16,0.14,-169,0,0,0,0,14.3,0,0,0,0,0,124,PARTLY CLOUDY,2023-01-13T01:00:00+01:00,PT60M
16,0.14,-154,0,0,0,0,4.9,0,0,0,0,0,120,MOSTLY CLEAR,2023-01-13T02:00:00+01:00,PT60M
15,0.14,-140,0,0,0,0,0,0,0,0,0,0,113,CLEAR,2023-01-13T03:00:00+01:00,PT60M
15,0.14,-129,0,0,0,0,0,0,0,0,0,0,104,CLEAR,2023-01-13T04:00:00+01:00,PT60M
14,0.14,-119,1,4,1,2,0.4,1,3,1,1,0,94,MOSTLY CLEAR,2023-01-13T05:00:00+01:00,PT60M
15,0.14,-111,35,436,104,222,0,35,436,104,222,0,82,SUNNY,2023-01-13T06:00:00+01:00,PT60M
17,0.14,-104,62,757,317,669,0,62,757,317,669,0,70,SUNNY,2023-01-13T07:00:00+01:00,PT60M
19,0.14,-96,76,887,543,879,0,76,887,543,879,0,58,SUNNY,2023-01-13T08:00:00+01:00,PT60M
22,0.14,-88,84,956,750,1011,0,84,956,750,1011,0,46,SUNNY,2023-01-13T09:00:00+01:00,PT60M
24,0.14,-78,85,1003,921,1090,0,85,1003,921,1090,0,33,SUNNY,2023-01-13T10:00:00+01:00,PT60M
25,0.14,-61,84,1031,1040,1123,0,84,1031,1040,1123,0,22,SUNNY,2023-01-13T11:00:00+01:00,PT60M
27,0.14,-22,85,1039,1096,1117,0,85,1039,1096,1117,0,13,SUNNY,2023-01-13T12:00:00+01:00,PT60M
27,0.14,36,90,1030,1084,1087,0,90,1030,1084,1087,0,15,SUNNY,2023-01-13T13:00:00+01:00,PT60M
28,0.14,67,93,1010,1009,1051,0,93,1010,1009,1051,0,25,SUNNY,2023-01-13T14:00:00+01:00,PT60M
28,0.14,81,90,982,875,1017,0,90,982,875,1017,0,37,SUNNY,2023-01-13T15:00:00+01:00,PT60M
27,0.14,90,83,935,694,985,0.6,89,919,691,978,0,49,MOSTLY SUNNY,2023-01-13T16:00:00+01:00,PT60M
26,0.14,98,73,852,479,933,1.9,89,801,470,905,0,62,MOSTLY SUNNY,2023-01-13T17:00:00+01:00,PT60M
25,0.14,106,56,691,253,591,0.5,59,680,252,585,0,74,MOSTLY SUNNY,2023-01-13T18:00:00+01:00,PT60M
22,0.14,113,23,265,56,113,0,23,265,56,113,0,86,SUNNY,2023-01-13T19:00:00+01:00,PT60M
20,0.14,122,0,0,0,0,4.4,0,0,0,0,0,97,MOSTLY CLEAR,2023-01-13T20:00:00+01:00,PT60M
19,0.14,132,0,0,0,0,0.3,0,0,0,0,0,107,MOSTLY CLEAR,2023-01-13T21:00:00+01:00,PT60M
19,0.14,144,0,0,0,0,14.4,0,0,0,0,0,115,PARTLY CLOUDY,2023-01-13T22:00:00+01:00,PT60M
18,0.14,158,0,0,0,0,65.1,0,0,0,0,0,121,OVERCAST,2023-01-13T23:00:00+01:00,PT60M
18,0.14,174,0,0,0,0,56.8,0,0,0,0,0,124,MOSTLY CLOUDY,2023-01-14T00:00:00+01:00,PT60M
17,0.14,-169,0,0,0,0,59.9,0,0,0,0,0,124,MOSTLY CLOUDY,2023-01-14T01:00:00+01:00,PT60M
17,0.14,-154,0,0,0,0,44,0,0,0,0,0,120,MOSTLY CLOUDY,2023-01-14T02:00:00+01:00,PT60M
17,0.14,-140,0,0,0,0,58.3,0,0,0,0,0,113,MOSTLY CLOUDY,2023-01-14T03:00:00+01:00,PT60M
17,0.14,-129,0,0,0,0,71.1,0,0,0,0,0,104,OVERCAST,2023-01-14T04:00:00+01:00,PT60M
17,0.14,-119,1,2,1,1,72.9,0,0,0,0,0,94,OVERCAST,2023-01-14T05:00:00+01:00,PT60M
18,0.14,-111,37,376,95,198,53.6,42,0,42,41,0,83,MOSTLY CLOUDY,2023-01-14T06:00:00+01:00,PT60M
19,0.14,-104,64,713,303,635,37,148,137,201,243,0,71,MOSTLY CLOUDY,2023-01-14T07:00:00+01:00,PT60M
21,0.14,-96,79,852,526,851,26.8,230,300,375,478,0,58,PARTLY CLOUDY,2023-01-14T08:00:00+01:00,PT60M
23,0.14,-88,85,931,731,987,26.4,277,370,548,620,0,46,PARTLY CLOUDY,2023-01-14T09:00:00+01:00,PT60M
24,0.14,-78,90,973,899,1066,5.3,165,823,853,994,0,34,MOSTLY SUNNY,2023-01-14T10:00:00+01:00,PT60M
26,0.14,-61,98,990,1015,1096,0,98,990,1015,1096,0,22,SUNNY,2023-01-14T11:00:00+01:00,PT60M
28,0.14,-22,100,999,1071,1092,0,100,999,1071,1092,0,14,SUNNY,2023-01-14T12:00:00+01:00,PT60M
29,0.14,35,100,997,1062,1064,0,100,997,1062,1064,0,15,SUNNY,2023-01-14T13:00:00+01:00,PT60M
29,0.14,66,99,981,988,1028,0,99,981,988,1028,0,25,SUNNY,2023-01-14T14:00:00+01:00,PT60M
29,0.14,81,98,946,855,991,0,98,946,855,991,0,37,SUNNY,2023-01-14T15:00:00+01:00,PT60M
29,0.14,90,91,895,676,955,0,91,895,676,955,0,49,SUNNY,2023-01-14T16:00:00+01:00,PT60M
27,0.14,98,80,807,465,897,0,80,807,465,897,0,62,SUNNY,2023-01-14T17:00:00+01:00,PT60M
26,0.14,105,61,639,243,560,0,61,639,243,560,0,74,SUNNY,2023-01-14T18:00:00+01:00,PT60M
23,0.14,113,24,228,53,103,0,24,228,53,103,0,86,SUNNY,2023-01-14T19:00:00+01:00,PT60M
22,0.14,122,0,0,0,0,14.2,0,0,0,0,0,97,PARTLY CLOUDY,2023-01-14T20:00:00+01:00,PT60M
21,0.14,131,0,0,0,0,28.4,0,0,0,0,0,107,PARTLY CLOUDY,2023-01-14T21:00:00+01:00,PT60M
20,0.14,143,0,0,0,0,25.9,0,0,0,0,0,115,PARTLY CLOUDY,2023-01-14T22:00:00+01:00,PT60M
20,0.14,158,0,0,0,0,28.9,0,0,0,0,0,121,PARTLY CLOUDY,2023-01-14T23:00:00+01:00,PT60M
19,0.14,174,0,0,0,0,26.2,0,0,0,0,0,124,PARTLY CLOUDY,2023-01-15T00:00:00+01:00,PT60M
19,0.14,-169,0,0,0,0,17.8,0,0,0,0,0,124,PARTLY CLOUDY,2023-01-15T01:00:00+01:00,PT60M
18,0.14,-154,0,0,0,0,14.8,0,0,0,0,0,120,PARTLY CLOUDY,2023-01-15T02:00:00+01:00,PT60M
18,0.14,-140,0,0,0,0,6.8,0,0,0,0,0,113,MOSTLY CLEAR,2023-01-15T03:00:00+01:00,PT60M
18,0.14,-129,0,0,0,0,4.3,0,0,0,0,0,104,MOSTLY CLEAR,2023-01-15T04:00:00+01:00,PT60M
17,0.14,-119,1,2,1,1,28.5,1,0,1,1,0,94,PARTLY CLOUDY,2023-01-15T05:00:00+01:00,PT60M
18,0.14,-111,33,406,96,203,22.7,53,139,78,124,0,83,PARTLY CLOUDY,2023-01-15T06:00:00+01:00,PT60M
20,0.14,-103,60,734,304,646,10.4,106,498,274,514,0,71,PARTLY CLOUDY,2023-01-15T07:00:00+01:00,PT60M
21,0.14,-96,75,868,528,861,10.8,165,587,470,704,0,59,PARTLY CLOUDY,2023-01-15T08:00:00+01:00,PT60M
23,0.14,-88,84,939,734,994,4.8,141,803,699,927,0,46,MOSTLY SUNNY,2023-01-15T09:00:00+01:00,PT60M
24,0.14,-78,90,979,903,1072,1.8,119,925,886,1048,0,34,MOSTLY SUNNY,2023-01-15T10:00:00+01:00,PT60M
26,0.14,-60,98,997,1020,1103,0,98,997,1020,1103,0,22,SUNNY,2023-01-15T11:00:00+01:00,PT60M
27,0.14,-22,100,1006,1076,1098,0,100,1006,1076,1098,0,14,SUNNY,2023-01-15T12:00:00+01:00,PT60M
29,0.14,34,102,1000,1066,1068,0,102,1000,1066,1068,0,15,SUNNY,2023-01-15T13:00:00+01:00,PT60M
30,0.14,66,110,968,987,1026,0.3,115,959,984,1023,0,25,MOSTLY SUNNY,2023-01-15T14:00:00+01:00,PT60M
30,0.14,80,104,937,853,987,0.2,107,930,851,985,0,37,MOSTLY SUNNY,2023-01-15T15:00:00+01:00,PT60M
30,0.14,90,95,884,672,948,0.8,103,862,667,937,0,49,MOSTLY SUNNY,2023-01-15T16:00:00+01:00,PT60M
29,0.14,98,80,802,462,891,4,107,704,446,828,0,62,MOSTLY SUNNY,2023-01-15T17:00:00+01:00,PT60M
27,0.14,105,61,637,242,557,12.5,107,375,209,399,0,74,PARTLY CLOUDY,2023-01-15T18:00:00+01:00,PT60M
25,0.14,113,24,227,52,102,1,26,208,51,96,0,86,MOSTLY SUNNY,2023-01-15T19:00:00+01:00,PT60M
23,0.14,121,0,0,0,0,0.1,0,0,0,0,0,97,MOSTLY CLEAR,2023-01-15T20:00:00+01:00,PT60M
22,0.14,131,0,0,0,0,0.6,0,0,0,0,0,107,MOSTLY CLEAR,2023-01-15T21:00:00+01:00,PT60M
21,0.14,143,0,0,0,0,5.3,0,0,0,0,0,115,MOSTLY CLEAR,2023-01-15T22:00:00+01:00,PT60M
20,0.14,157,0,0,0,0,1,0,0,0,0,0,121,MOSTLY CLEAR,2023-01-15T23:00:00+01:00,PT60M
20,0.14,174,0,0,0,0,1,0,0,0,0,0,125,MOSTLY CLEAR,2023-01-16T00:00:00+01:00,PT60M
19,0.14,-170,0,0,0,0,0.9,0,0,0,0,0,124,MOSTLY CLEAR,2023-01-16T01:00:00+01:00,PT60M
19,0.14,-154,0,0,0,0,1.8,0,0,0,0,0,120,MOSTLY CLEAR,2023-01-16T02:00:00+01:00,PT60M
18,0.14,-140,0,0,0,0,1.6,0,0,0,0,0,113,MOSTLY CLEAR,2023-01-16T03:00:00+01:00,PT60M
18,0.14,-129,0,0,0,0,4.5,0,0,0,0,0,104,MOSTLY CLEAR,2023-01-16T04:00:00+01:00,PT60M
18,0.14,-119,0,1,1,1,3.3,0,0,1,1,0,94,MOSTLY CLEAR,2023-01-16T05:00:00+01:00,PT60M
19,0.14,-111,36,345,89,182,4.7,42,276,85,161,0,83,MOSTLY SUNNY,2023-01-16T06:00:00+01:00,PT60M
21,0.14,-103,69,681,294,614,2.2,76,635,289,591,0,71,MOSTLY SUNNY,2023-01-16T07:00:00+01:00,PT60M
23,0.14,-96,86,824,515,837,0,86,824,515,837,0,59,SUNNY,2023-01-16T08:00:00+01:00,PT60M
26,0.14,-88,97,901,719,972,0,97,901,719,972,0,46,SUNNY,2023-01-16T09:00:00+01:00,PT60M
30,0.14,-77,104,943,886,1052,0,104,943,886,1052,0,34,SUNNY,2023-01-16T10:00:00+01:00,PT60M
32,0.14,-60,112,964,1002,1084,0,112,964,1002,1084,0,22,SUNNY,2023-01-16T11:00:00+01:00,PT60M
34,0.14,-22,111,979,1060,1082,0,111,979,1060,1082,0,14,SUNNY,2023-01-16T12:00:00+01:00,PT60M
35,0.14,34,110,977,1051,1054,1.1,128,946,1040,1043,0,15,MOSTLY SUNNY,2023-01-16T13:00:00+01:00,PT60M
35,0.14,65,108,961,978,1016,0,108,961,978,1016,0,25,SUNNY,2023-01-16T14:00:00+01:00,PT60M
35,0.14,80,106,923,845,976,0,106,923,845,976,0,37,SUNNY,2023-01-16T15:00:00+01:00,PT60M
35,0.14,90,99,866,665,935,0,99,866,665,935,0,49,SUNNY,2023-01-16T16:00:00+01:00,PT60M
34,0.14,98,89,764,453,864,0,89,764,453,864,0,62,SUNNY,2023-01-16T17:00:00+01:00,PT60M
32,0.14,105,67,584,234,527,0,67,584,234,527,0,74,SUNNY,2023-01-16T18:00:00+01:00,PT60M
29,0.14,113,25,184,49,90,0.3,25,184,49,90,0,86,MOSTLY SUNNY,2023-01-16T19:00:00+01:00,PT60M
27,0.14,121,0,0,0,0,11.2,0,0,0,0,0,97,PARTLY CLOUDY,2023-01-16T20:00:00+01:00,PT60M
25,0.14,131,0,0,0,0,8.8,0,0,0,0,0,107,MOSTLY CLEAR,2023-01-16T21:00:00+01:00,PT60M
24,0.14,143,0,0,0,0,3.8,0,0,0,0,0,115,MOSTLY CLEAR,2023-01-16T22:00:00+01:00,PT60M
23,0.14,157,0,0,0,0,26.4,0,0,0,0,0,122,PARTLY CLOUDY,2023-01-16T23:00:00+01:00,PT60M
22,0.14,173,0,0,0,0,30.4,0,0,0,0,0,125,PARTLY CLOUDY,2023-01-17T00:00:00+01:00,PT60M
21,0.14,-170,0,0,0,0,17.1,0,0,0,0,0,124,PARTLY CLOUDY,2023-01-17T01:00:00+01:00,PT60M
20,0.14,-154,0,0,0,0,1.5,0,0,0,0,0,120,MOSTLY CLEAR,2023-01-17T02:00:00+01:00,PT60M
20,0.14,-140,0,0,0,0,2.4,0,0,0,0,0,114,MOSTLY CLEAR,2023-01-17T03:00:00+01:00,PT60M
20,0.14,-129,0,0,0,0,4.4,0,0,0,0,0,105,MOSTLY CLEAR,2023-01-17T04:00:00+01:00,PT60M
20,0.14,-119,0,0,0,0,8.9,0,0,0,0,0,94,MOSTLY CLEAR,2023-01-17T05:00:00+01:00,PT60M
20,0.14,-111,40,249,79,149,9.7,52,116,69,101,0,83,MOSTLY SUNNY,2023-01-17T06:00:00+01:00,PT60M
22,0.14,-103,83,590,277,559,12.8,129,337,243,403,0,71,PARTLY CLOUDY,2023-01-17T07:00:00+01:00,PT60M
25,0.14,-96,107,752,497,796,7.9,164,564,459,683,0,59,MOSTLY SUNNY,2023-01-17T08:00:00+01:00,PT60M
27,0.14,-88,118,845,701,944,0.7,125,828,697,935,0,46,MOSTLY SUNNY,2023-01-17T09:00:00+01:00,PT60M
29,0.14,-77,125,897,867,1029,0.1,127,894,866,1027,0,34,MOSTLY SUNNY,2023-01-17T10:00:00+01:00,PT60M
31,0.14,-60,120,938,985,1067,0.1,122,935,985,1066,0,23,MOSTLY SUNNY,2023-01-17T11:00:00+01:00,PT60M
32,0.14,-22,129,941,1041,1063,0,129,941,1041,1063,0,14,SUNNY,2023-01-17T12:00:00+01:00,PT60M
33,0.14,33,134,932,1032,1035,0,134,932,1032,1035,0,15,SUNNY,2023-01-17T13:00:00+01:00,PT60M
34,0.14,65,139,905,958,994,0,139,905,958,994,0,25,SUNNY,2023-01-17T14:00:00+01:00,PT60M
34,0.14,80,134,867,828,953,0,134,867,828,953,0,37,SUNNY,2023-01-17T15:00:00+01:00,PT60M
33,0.14,89,129,795,649,900,9.4,211,570,591,766,0,49,MOSTLY SUNNY,2023-01-17T16:00:00+01:00,PT60M
32,0.14,97,113,682,438,812,8.9,170,480,399,670,0,62,MOSTLY SUNNY,2023-01-17T17:00:00+01:00,PT60M
31,0.14,105,81,490,221,474,13.3,103,305,198,372,0,74,PARTLY CLOUDY,2023-01-17T18:00:00+01:00,PT60M
28,0.14,112,27,138,45,77,18.5,33,19,36,41,0,86,PARTLY CLOUDY,2023-01-17T19:00:00+01:00,PT60M
26,0.14,121,0,0,0,0,35.6,0,0,0,0,0,97,MOSTLY CLOUDY,2023-01-17T20:00:00+01:00,PT60M
25,0.14,131,0,0,0,0,57.9,0,0,0,0,0,107,MOSTLY CLOUDY,2023-01-17T21:00:00+01:00,PT60M
25,0.14,143,0,0,0,0,39.6,0,0,0,0,0,115,MOSTLY CLOUDY,2023-01-17T22:00:00+01:00,PT60M
24,0.14,157,0,0,0,0,77.5,0,0,0,0,0,122,OVERCAST,2023-01-17T23:00:00+01:00,PT60M
23,0.14,173,0,0,0,0,75.5,0,0,0,0,0,125,OVERCAST,2023-01-18T00:00:00+01:00,PT60M
23,0.15,-170,0,0,0,0,76.1,0,0,0,0,0,124,OVERCAST,2023-01-18T01:00:00+01:00,PT60M
22,0.15,-154,0,0,0,0,56.2,0,0,0,0,0,121,MOSTLY CLOUDY,2023-01-18T02:00:00+01:00,PT60M
21,0.15,-140,0,0,0,0,50.5,0,0,0,0,0,114,MOSTLY CLOUDY,2023-01-18T03:00:00+01:00,PT60M
20,0.15,-129,0,0,0,0,55.2,0,0,0,0,0,105,MOSTLY CLOUDY,2023-01-18T04:00:00+01:00,PT60M
20,0.15,-119,0,0,0,0,61,0,0,0,0,0,95,OVERCAST,2023-01-18T05:00:00+01:00,PT60M
21,0.15,-111,37,266,78,150,64.1,20,0,20,20,0,83,OVERCAST,2023-01-18T06:00:00+01:00,PT60M
22,0.15,-103,75,616,276,569,73.9,79,7,82,69,0,71,OVERCAST,2023-01-18T07:00:00+01:00,PT60M
24,0.15,-96,96,775,496,805,6.7,141,617,466,709,0,59,MOSTLY SUNNY,2023-01-18T08:00:00+01:00,PT60M
26,0.15,-87,109,860,700,948,8.8,202,633,639,822,0,47,MOSTLY SUNNY,2023-01-18T09:00:00+01:00,PT60M
27,0.15,-77,117,908,866,1031,1.1,134,877,856,1017,0,34,MOSTLY SUNNY,2023-01-18T10:00:00+01:00,PT60M
27,0.15,-60,118,938,983,1065,4.8,195,804,934,1009,0,23,MOSTLY SUNNY,2023-01-18T11:00:00+01:00,PT60M
27,0.15,-22,119,951,1040,1062,56.2,403,53,454,453,0,14,MOSTLY CLOUDY,2023-01-18T12:00:00+01:00,PT60M
28,0.15,33,120,949,1034,1036,19.2,341,515,833,835,0,16,PARTLY CLOUDY,2023-01-18T13:00:00+01:00,PT60M
28,0.15,64,124,926,962,998,1.1,140,896,952,986,0,25,MOSTLY SUNNY,2023-01-18T14:00:00+01:00,PT60M
29,0.15,79,116,897,833,959,1.7,140,850,817,940,0,37,MOSTLY SUNNY,2023-01-18T15:00:00+01:00,PT60M
28,0.15,89,105,841,655,916,7.6,176,652,608,808,0,49,MOSTLY SUNNY,2023-01-18T16:00:00+01:00,PT60M
27,0.15,97,89,753,447,850,25.8,236,202,330,429,0,62,PARTLY CLOUDY,2023-01-18T17:00:00+01:00,PT60M
26,0.15,105,65,589,232,524,21.1,126,195,182,287,0,74,PARTLY CLOUDY,2023-01-18T18:00:00+01:00,PT60M
24,0.15,112,24,195,49,91,13.8,33,44,39,50,0,86,PARTLY CLOUDY,2023-01-18T19:00:00+01:00,PT60M
22,0.15,121,0,0,0,0,3.8,0,0,0,0,0,97,MOSTLY CLEAR,2023-01-18T20:00:00+01:00,PT60M
21,0.15,131,0,0,0,0,7.1,0,0,0,0,0,107,MOSTLY CLEAR,2023-01-18T21:00:00+01:00,PT60M
21,0.15,143,0,0,0,0,2.5,0,0,0,0,0,116,MOSTLY CLEAR,2023-01-18T22:00:00+01:00,PT60M
20,0.15,157,0,0,0,0,10,0,0,0,0,0,122,MOSTLY CLEAR,2023-01-18T23:00:00+01:00,PT60M
